;prompt_gt;completion_gt;missing_edges;total_edges;total_nodes;prompt_edges;prompt_nodes;nb_completion_candidates;completion_best_rank;completion_best_eval;completion_best_rank_score;completion_best_eval_score;completion_best_rank_correct_edges;completion_best_eval_correct_edges;completion_best_rank_lines_missing;completion_best_eval_lines_missing;completion_best_rank_additional_lines;completion_best_eval_additional_lines;completion_best_rank_result;completion_best_eval_result;best_rank;completion_reason_best;completion_reason_best_rank
99;e 0 2 Add_component Pres_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne; 2 3 Add_im Add_Component Add_Im\n$$;1;6;4;5;4;1;e 0 2 Add_component Pres_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 2 3 Add_im Add_Component Add_Im\n$$;e 0 2 Add_component Pres_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 2 3 Add_im Add_Component Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
100;e 0 2 Add_component Pres_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne; 2 3 Add_im Add_Component Add_Im\n$$;1;6;4;5;4;1;e 0 2 Add_component Pres_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 2 3 Add_im Add_Component Add_Im\n$$;e 0 2 Add_component Pres_Package Add_Component\ne 2 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 0 3 Add_im Pres_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 2 3 Add_im Add_Component Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
101;e 1 0 Add_requ Add_Component Add_Requ\ne 2 1 Add_component Add_Package Add_Component\ne 3 2 Add_package Pres_Package Add_Package\ne; 3 0 Add_requ Pres_Package Add_Requ\n$$;1;4;4;3;4;1;e 1 0 Add_requ Add_Component Add_Requ\ne 2 1 Add_component Add_Package Add_Component\ne 3 2 Add_package Pres_Package Add_Package\ne 3 0 Add_requ Pres_Package Add_Requ\n$$;e 1 0 Add_requ Add_Component Add_Requ\ne 2 1 Add_component Add_Package Add_Component\ne 3 2 Add_package Pres_Package Add_Package\ne 3 0 Add_requ Pres_Package Add_Requ\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
102;e 2 0 Add_t Add_Connector Add_Port\ne; 2 6 Add_requ Add_Connector Add_Requ\ne 4 6 Add_requ Pres_Package Add_Requ\ne 4 2 Add_con Pres_Package Add_Connector\ne 2 5 Add_src Add_Connector Add_Port\ne 1 5 Add_port Pres_Component Add_Port\ne 3 0 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;2;e 2 0 Add_t Add_Connector Add_Port\ne 2 4 Add_requ Add_Connector Add_Requ\ne 1 4 Add_requ Pres_Package Add_Requ\ne 1 2 Add_con Pres_Package Add_Connector\ne;e 2 0 Add_t Add_Connector Add_Port\ne 2 4 Add_requ Add_Connector Add_Requ\ne 1 4 Add_requ Pres_Package Add_Requ\ne 1 2 Add_con Pres_Package Add_Connector\ne 2 6 Add_src Add_Connector Add_Port\ne 3 6 Add_port Pres_Component Add_Port\ne 5 0 Add_port Pres_Component Add_Port\n$$;49997;50001;3;6;3;0;0;0;TOO_SMALL;ISOMORPHIC;1;STOP_TOKEN;
103;e 0 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne; 1 0 Add_package Pres_Package Add_Package\n$$;1;4;4;3;4;1;e 0 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;e 0 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
104;e 0 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne; 2 3 Add_im Pres_Package Add_Im\n$$;1;6;4;5;4;1;e 0 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 2 3 Add_im Pres_Package Add_Im\n$$;e 0 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 2 3 Add_im Pres_Package Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
105;e 0 5 Add_con Pres_Package Add_Connector\ne 5 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 5 6 Add_src Add_Connector Add_Port\ne 2 6 Add_port Pres_Component Add_Port\ne 5 3 Add_t Add_Connector Add_Port\ne; 4 3 Add_port Pres_Component Add_Port\n$$;1;7;7;6;6;1;e 0 5 Add_con Pres_Package Add_Connector\ne 5 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 5 6 Add_src Add_Connector Add_Port\ne 2 6 Add_port Pres_Component Add_Port\ne 5 3 Add_t Add_Connector Add_Port\ne 4 3 Add_port Pres_Component Add_Port\n$$;e 0 5 Add_con Pres_Package Add_Connector\ne 5 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 5 6 Add_src Add_Connector Add_Port\ne 2 6 Add_port Pres_Component Add_Port\ne 5 3 Add_t Add_Connector Add_Port\ne 4 3 Add_port Pres_Component Add_Port\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
106;e 0 1 Add_component Pres_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne; 1 2 Add_im Add_Component Add_Im\n$$;1;6;4;5;4;1;e 0 1 Add_component Pres_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 1 2 Add_im Add_Component Add_Im\n$$;e 0 1 Add_component Pres_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 1 2 Add_im Add_Component Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
107;e 2 0 Add_requ Pres_Package Add_Requ\ne; 2 4 Add_con Pres_Package Add_Connector\ne 4 0 Add_requ Add_Connector Add_Requ\ne 4 3 Add_src Add_Connector Add_Port\ne 5 3 Add_port Pres_Component Add_Port\ne 4 6 Add_t Add_Connector Add_Port\ne 1 6 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;4;e 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Add_Component Add_Requ\ne 3 1 Add_im Add_Component Add_Im\ne;e 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Add_Component Add_Requ\ne 3 1 Add_im Add_Component Add_Im\ne;0;0;0;0;6;6;3;3;INCORRECT;INCORRECT;0;;
108;e 1 0 Add_requ Add_Component Add_Requ\ne 1 2 Add_im Add_Component Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 3 1 Add_component Pres_Package Add_Component\ne; 3 0 Add_requ Pres_Package Add_Requ\ne 3 2 Add_im Pres_Package Add_Im\n$$;2;6;4;4;4;1;e 1 0 Add_requ Add_Component Add_Requ\ne 1 2 Add_im Add_Component Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 3 1 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Pres_Package Add_Requ\ne 3 2 Add_im Pres_Package Add_Im\n$$;e 1 0 Add_requ Add_Component Add_Requ\ne 1 2 Add_im Add_Component Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 3 1 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Pres_Package Add_Requ\ne 3 2 Add_im Pres_Package Add_Im\n$$;50001;50001;2;2;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
109;e 0 5 Add_port Pres_Component Add_Port\ne; 6 5 Add_src Add_Connector Add_Port\ne 6 3 Add_requ Add_Connector Add_Requ\ne 10 3 Add_requ Pres_Package Add_Requ\ne 10 12 Add_con Pres_Package Add_Connector\ne 12 1 Add_requ Add_Connector Add_Requ\ne 10 1 Add_requ Pres_Package Add_Requ\ne 10 6 Add_con Pres_Package Add_Connector\ne 6 4 Add_t Add_Connector Add_Port\ne 2 4 Add_port Pres_Component Add_Port\ne 12 9 Add_src Add_Connector Add_Port\ne 8 9 Add_port Pres_Component Add_Port\ne 12 7 Add_t Add_Connector Add_Port\ne 11 7 Add_port Pres_Component Add_Port\n$$;13;14;13;1;2;3;e 0 5 Add_port Pres_Component Add_Port\ne 4 5 Add_t Add_Connector Add_Port\ne 4 2 Add_requ Add_Connector Add_Requ\ne 6 2 Add_requ Pres_Package Add_Requ\ne 6 4 Add_con Pres_Package Add_Connector\ne;e 0 5 Add_port Pres_Component Add_Port\ne 4 5 Add_t Add_Connector Add_Port\ne 4 2 Add_requ Add_Connector Add_Requ\ne 6 2 Add_requ Pres_Package Add_Requ\ne 6 4 Add_con Pres_Package Add_Connector\ne 4 1 Add_src Add_Connector Add_Port\ne 3 1 Add_port Pres_Component Add_Port\n$$;49991;49993;4;6;9;7;0;0;TOO_SMALL;TOO_SMALL;2;STOP_TOKEN;
110;e 0 3 Add_component Add_Im Add_Component\ne 3 6 Add_requ Add_Component Add_Requ\ne 1 6 Add_requ Add_Package Add_Requ\ne 1 3 Add_component Add_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 1 0 Add_im Add_Package Add_Im\ne 1 4 Add_component Add_Package Add_Component\ne 4 5 Add_requ Add_Component Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne; 2 1 Add_package Pres_Package Add_Package\n$$;1;10;7;9;7;1;e 0 3 Add_component Add_Im Add_Component\ne 3 6 Add_requ Add_Component Add_Requ\ne 1 6 Add_requ Add_Package Add_Requ\ne 1 3 Add_component Add_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 1 0 Add_im Add_Package Add_Im\ne 1 4 Add_component Add_Package Add_Component\ne 4 5 Add_requ Add_Component Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne 2 1 Add_package Pres_Package Add_Package\ne 1 5 Add_requ Add_Package Add_Requ\ne;e 0 3 Add_component Add_Im Add_Component\ne 3 6 Add_requ Add_Component Add_Requ\ne 1 6 Add_requ Add_Package Add_Requ\ne 1 3 Add_component Add_Package Add_Component\ne 3 0 Add_im Add_Component Add_Im\ne 1 0 Add_im Add_Package Add_Im\ne 1 4 Add_component Add_Package Add_Component\ne 4 5 Add_requ Add_Component Add_Requ\ne 2 5 Add_requ Pres_Package Add_Requ\ne 2 1 Add_package Pres_Package Add_Package\ne 1 5 Add_requ Add_Package Add_Requ\ne;99999;99999;2;2;0;0;1;1;TOO_LARGE;TOO_LARGE;0;NEW_EDGE_DECAY;NEW_EDGE_DECAY
111;e 0 3 Add_component Add_Package Add_Component\ne; 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;3;4;4;1;2;1;e 0 3 Add_component Add_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;e 0 3 Add_component Add_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_package Pres_Package Add_Package\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
112;e 0 2 Add_port Pres_Component Add_Port\ne 5 2 Add_t Add_Connector Add_Port\ne 5 1 Add_requ Add_Connector Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 5 Add_con Pres_Package Add_Connector\ne 5 4 Add_src Add_Connector Add_Port\ne; 6 4 Add_port Pres_Component Add_Port\n$$;1;7;7;6;6;1;e 0 2 Add_port Pres_Component Add_Port\ne 5 2 Add_t Add_Connector Add_Port\ne 5 1 Add_requ Add_Connector Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 5 Add_con Pres_Package Add_Connector\ne 5 4 Add_src Add_Connector Add_Port\ne 6 4 Add_port Pres_Component Add_Port\n$$;e 0 2 Add_port Pres_Component Add_Port\ne 5 2 Add_t Add_Connector Add_Port\ne 5 1 Add_requ Add_Connector Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 5 Add_con Pres_Package Add_Connector\ne 5 4 Add_src Add_Connector Add_Port\ne 6 4 Add_port Pres_Component Add_Port\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
113;e 0 1 Add_package Pres_Package Add_Package\ne 1 6 Add_component Add_Package Add_Component\ne 6 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 5 Add_package Pres_Package Add_Package\ne 5 3 Add_component Add_Package Add_Component\ne 3 4 Add_requ Add_Component Add_Requ\ne; 0 4 Add_requ Pres_Package Add_Requ\n$$;1;8;7;7;7;1;e 0 1 Add_package Pres_Package Add_Package\ne 1 6 Add_component Add_Package Add_Component\ne 6 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 5 Add_package Pres_Package Add_Package\ne 5 3 Add_component Add_Package Add_Component\ne 3 4 Add_requ Add_Component Add_Requ\ne 0 4 Add_requ Pres_Package Add_Requ\n$$;e 0 1 Add_package Pres_Package Add_Package\ne 1 6 Add_component Add_Package Add_Component\ne 6 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 5 Add_package Pres_Package Add_Package\ne 5 3 Add_component Add_Package Add_Component\ne 3 4 Add_requ Add_Component Add_Requ\ne 0 4 Add_requ Pres_Package Add_Requ\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
114;e 0 2 Add_requ Add_Component Add_Requ\ne; 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 1 3 Add_im Pres_Package Add_Im\n$$;5;6;4;1;2;3;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 1 3 Add_im Pres_Package Add_Im\n$$;49996;50001;1;5;4;0;0;0;TOO_SMALL;ISOMORPHIC;2;STOP_TOKEN;
115;e 1 0 Add_requ Add_Component Add_Requ\ne; 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;5;6;4;1;2;2;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;e 1 0 Add_requ Add_Component Add_Requ\ne 1 3 Add_im Add_Component Add_Im\ne 3 1 Add_component Add_Im Add_Component\ne 2 1 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Pres_Package Add_Requ\ne 2 3 Add_im Pres_Package Add_Im\n$$;50001;50001;5;5;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
116;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 6 Add_package Pres_Package Add_Package\ne 6 0 Add_component Add_Package Add_Component\ne 6 3 Add_component Add_Package Add_Component\ne 3 4 Add_requ Add_Component Add_Requ\ne 6 4 Add_requ Add_Package Add_Requ\ne 6 5 Add_im Add_Package Add_Im\ne 5 3 Add_component Add_Im Add_Component\ne; 3 5 Add_im Add_Component Add_Im\n$$;1;10;7;9;7;1;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 6 Add_package Pres_Package Add_Package\ne 6 0 Add_component Add_Package Add_Component\ne 6 3 Add_component Add_Package Add_Component\ne 3 4 Add_requ Add_Component Add_Requ\ne 6 4 Add_requ Add_Package Add_Requ\ne 6 5 Add_im Add_Package Add_Im\ne 5 3 Add_component Add_Im Add_Component\ne 3 5 Add_im Add_Component Add_Im\n$$;e 0 2 Add_requ Add_Component Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 6 Add_package Pres_Package Add_Package\ne 6 0 Add_component Add_Package Add_Component\ne 6 3 Add_component Add_Package Add_Component\ne 3 4 Add_requ Add_Component Add_Requ\ne 6 4 Add_requ Add_Package Add_Requ\ne 6 5 Add_im Add_Package Add_Im\ne 5 3 Add_component Add_Im Add_Component\ne 3 5 Add_im Add_Component Add_Im\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
117;e 0 1 Add_package Pres_Package Add_Package\ne; 1 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;3;4;4;1;2;1;e 0 1 Add_package Pres_Package Add_Package\ne 1 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;e 0 1 Add_package Pres_Package Add_Package\ne 1 2 Add_component Add_Package Add_Component\ne 2 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\n$$;50001;50001;3;3;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
118;e 0 6 Add_port Pres_Component Add_Port\ne; 4 6 Add_src Add_Connector Add_Port\ne 4 1 Add_requ Add_Connector Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 4 Add_con Pres_Package Add_Connector\ne 4 2 Add_t Add_Connector Add_Port\ne 5 2 Add_port Pres_Component Add_Port\n$$;6;7;7;1;2;5;e 0 6 Add_port Pres_Component Add_Port\ne 5 6 Add_t Add_Connector Add_Port\ne 5 1 Add_requ Add_Connector Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 5 Add_con Pres_Package Add_Connector\ne;e 0 6 Add_port Pres_Component Add_Port\ne 5 6 Add_t Add_Connector Add_Port\ne 5 1 Add_requ Add_Connector Add_Requ\ne 3 1 Add_requ Pres_Package Add_Requ\ne 3 5 Add_con Pres_Package Add_Connector\ne 5 2 Add_src Add_Connector Add_Port\ne 4 2 Add_port Pres_Component Add_Port\n$$;49998;50001;4;6;2;0;0;0;TOO_SMALL;ISOMORPHIC;4;STOP_TOKEN;
119;e 1 0 Add_requ Pres_Package Add_Requ\ne; 1 3 Add_package Pres_Package Add_Package\ne 3 2 Add_component Add_Package Add_Component\ne 2 0 Add_requ Add_Component Add_Requ\n$$;3;4;4;1;2;3;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 2 Add_component Pres_Package Add_Component\ne 2 0 Add_requ Add_Component Add_Requ\ne;e 1 0 Add_requ Pres_Package Add_Requ\ne 1 3 Add_package Pres_Package Add_Package\ne 3 2 Add_component Add_Package Add_Component\ne 2 0 Add_requ Add_Component Add_Requ\n$$;0;50001;0;3;3;0;2;0;INCORRECT;ISOMORPHIC;2;STOP_TOKEN;
120;e 0 4 Add_package Pres_Package Add_Package\ne 4 2 Add_component Add_Package Add_Component\ne 2 5 Add_requ Add_Component Add_Requ\ne 4 5 Add_requ Add_Package Add_Requ\ne; 4 6 Add_component Add_Package Add_Component\ne 6 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 4 3 Add_im Add_Package Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 2 3 Add_im Add_Component Add_Im\n$$;6;10;7;4;4;6;e 0 4 Add_package Pres_Package Add_Package\ne 4 2 Add_component Add_Package Add_Component\ne 2 5 Add_requ Add_Component Add_Requ\ne 4 5 Add_requ Add_Package Add_Requ\ne 4 6 Add_component Add_Package Add_Component\ne 6 3 Add_requ Add_Component Add_Requ\ne 4 3 Add_requ Add_Package Add_Requ\ne;e 0 4 Add_package Pres_Package Add_Package\ne 4 2 Add_component Add_Package Add_Component\ne 2 5 Add_requ Add_Component Add_Requ\ne 4 5 Add_requ Add_Package Add_Requ\ne 4 6 Add_component Add_Package Add_Component\ne 6 3 Add_requ Add_Component Add_Requ\ne 4 3 Add_requ Add_Package Add_Requ\ne;0;0;0;0;6;6;3;3;INCORRECT;INCORRECT;0;;
121;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_package Pres_Package Add_Package\ne; 1 0 Add_component Add_Package Add_Component\n$$;1;4;4;3;4;1;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_package Pres_Package Add_Package\ne 1 0 Add_component Add_Package Add_Component\n$$;e 0 2 Add_requ Add_Component Add_Requ\ne 3 2 Add_requ Pres_Package Add_Requ\ne 3 1 Add_package Pres_Package Add_Package\ne 1 0 Add_component Add_Package Add_Component\n$$;50001;50001;1;1;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
122;e 0 8 Add_component Add_Package Add_Component\ne 8 1 Add_requ Add_Component Add_Requ\ne 10 1 Add_requ Pres_Package Add_Requ\ne 10 12 Add_component Pres_Package Add_Component\ne 12 6 Add_requ Add_Component Add_Requ\ne 10 6 Add_requ Pres_Package Add_Requ\ne 10 0 Add_package Pres_Package Add_Package\ne; 0 4 Add_con Add_Package Add_Connector\ne 4 9 Add_requ Add_Connector Add_Requ\ne 0 9 Add_requ Add_Package Add_Requ\ne 4 7 Add_src Add_Connector Add_Port\ne 3 7 Add_port Pres_Component Add_Port\ne 4 2 Add_t Add_Connector Add_Port\ne 5 2 Add_port Pres_Component Add_Port\ne 10 11 Add_im Pres_Package Add_Im\ne 11 12 Add_component Add_Im Add_Component\ne 12 11 Add_im Add_Component Add_Im\n$$;10;17;13;7;6;4;e 0 8 Add_component Add_Package Add_Component\ne 8 1 Add_requ Add_Component Add_Requ\ne 10 1 Add_requ Pres_Package Add_Requ\ne 10 12 Add_component Pres_Package Add_Component\ne 12 6 Add_requ Add_Component Add_Requ\ne 10 6 Add_requ Pres_Package Add_Requ\ne 10 0 Add_package Pres_Package Add_Package\ne 10 11 Add_im Pres_Package Add_Im\ne 11 12 Add_component Add_Im Add_Component\ne 12 11 Add_im Add_Component Add_Im\ne 10 5 Add_con Pres_Package Add_Connector\ne 5 7 Add_requ Add_Connector Add_Requ\ne 10 7 Add_requ Pres_Package Add_Requ\ne 5 4 Add_src Add_Connector Add_Port\ne 2 4 Add_port Pres_Component Add_Port\ne;e 0 8 Add_component Add_Package Add_Component\ne 8 1 Add_requ Add_Component Add_Requ\ne 10 1 Add_requ Pres_Package Add_Requ\ne 10 12 Add_component Pres_Package Add_Component\ne 12 6 Add_requ Add_Component Add_Requ\ne 10 6 Add_requ Pres_Package Add_Requ\ne 10 0 Add_package Pres_Package Add_Package\ne 10 11 Add_im Pres_Package Add_Im\ne 11 12 Add_component Add_Im Add_Component\ne 12 11 Add_im Add_Component Add_Im\ne;0;49993;0;3;10;7;8;0;INCORRECT;TOO_SMALL;2;;
123;e 0 9 Add_requ Add_Connector Add_Requ\ne; 12 9 Add_requ Pres_Package Add_Requ\ne 12 0 Add_con Pres_Package Add_Connector\ne 0 10 Add_src Add_Connector Add_Port\ne 6 10 Add_port Pres_Component Add_Port\ne 6 2 Add_port Pres_Component Add_Port\ne 7 2 Add_src Add_Connector Add_Port\ne 7 3 Add_requ Add_Connector Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne 1 7 Add_con Pres_Package Add_Connector\ne 7 11 Add_t Add_Connector Add_Port\ne 5 11 Add_port Pres_Component Add_Port\ne 0 8 Add_t Add_Connector Add_Port\ne 4 8 Add_port Pres_Component Add_Port\n$$;13;14;13;1;2;2;e 0 9 Add_requ Add_Connector Add_Requ\ne 6 9 Add_requ Pres_Package Add_Requ\ne 6 0 Add_con Pres_Package Add_Connector\ne;e 0 9 Add_requ Add_Connector Add_Requ\ne 6 9 Add_requ Pres_Package Add_Requ\ne 6 0 Add_con Pres_Package Add_Connector\ne 0 5 Add_src Add_Connector Add_Port\ne 1 5 Add_port Pres_Component Add_Port\ne 0 4 Add_t Add_Connector Add_Port\ne 2 4 Add_port Pres_Component Add_Port\n$$;49989;49993;2;6;11;7;0;0;TOO_SMALL;TOO_SMALL;1;STOP_TOKEN;
124;e 0 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne; 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\n$$;2;4;4;2;3;1;e 0 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\n$$;e 0 2 Add_package Pres_Package Add_Package\ne 2 3 Add_component Add_Package Add_Component\ne 3 1 Add_requ Add_Component Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\n$$;50001;50001;2;2;0;0;0;0;ISOMORPHIC;ISOMORPHIC;0;STOP_TOKEN;STOP_TOKEN
