"X";"prompt_gt";"completion_gt";"missing_edges";"total_edges";"total_nodes";"prompt_edges";"prompt_nodes";"nb_completion_candidates";"completion_best_rank";"completion_best_eval";"completion_best_rank_score";"completion_best_eval_score";"completion_best_rank_correct_edges";"completion_best_eval_correct_edges";"completion_best_rank_lines_missing";"completion_best_eval_lines_missing";"completion_best_rank_additional_lines";"completion_best_eval_additional_lines";"completion_best_rank_result";"completion_best_eval_result";"best_rank"
"49";"e 0 3 Add_component Pres_Package Add_Component\ne";" 3 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 1 Add_im Pres_Package Add_Im\ne 1 3 Add_component Add_Im Add_Component\ne 3 1 Add_im Add_Component Add_Im\n$$";"5";"6";"4";"1";"2";"3";"e 0 3 Add_component Pres_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne";"e 0 3 Add_component Pres_Package Add_Component\ne 3 2 Add_requ Add_Component Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 0 1 Add_im Pres_Package Add_Im\ne 1 3 Add_component Add_Im Add_Component\ne 3 1 Add_im Add_Component Add_Im\n$$";"49997";"150000";"2";"5";"3";"0";"0";"0";"TOO_SMALL";"ISOMORPHIC";"100"
"50";"e 2 0 Add_t Add_Connector Add_Port\ne 2 4 Add_requ Add_Connector Add_Requ\ne 5 4 Add_requ Pres_Package Add_Requ\ne 5 2 Add_con Pres_Package Add_Connector\ne 2 1 Add_src Add_Connector Add_Port\ne 3 1 Add_port Pres_Component Add_Port\ne";" 6 0 Add_port Pres_Component Add_Port\n$$";"1";"7";"7";"6";"6";"1";"e 2 0 Add_t Add_Connector Add_Port\ne 2 4 Add_requ Add_Connector Add_Requ\ne 5 4 Add_requ Pres_Package Add_Requ\ne 5 2 Add_con Pres_Package Add_Connector\ne 2 1 Add_src Add_Connector Add_Port\ne 3 1 Add_port Pres_Component Add_Port\ne 6 0 Add_port Pres_Component Add_Port\n$$";"e 2 0 Add_t Add_Connector Add_Port\ne 2 4 Add_requ Add_Connector Add_Requ\ne 5 4 Add_requ Pres_Package Add_Requ\ne 5 2 Add_con Pres_Package Add_Connector\ne 2 1 Add_src Add_Connector Add_Port\ne 3 1 Add_port Pres_Component Add_Port\ne 6 0 Add_port Pres_Component Add_Port\n$$";"150000";"150000";"1";"1";"0";"0";"0";"0";"ISOMORPHIC";"ISOMORPHIC";"0"
"51";"e 2 0 Add_requ Add_Component Add_Requ\ne";" 2 3 Add_im Add_Component Add_Im\ne 3 2 Add_component Add_Im Add_Component\ne 6 2 Add_component Pres_Package Add_Component\ne 6 1 Add_package Pres_Package Add_Package\ne 1 4 Add_component Add_Package Add_Component\ne 4 5 Add_requ Add_Component Add_Requ\ne 6 5 Add_requ Pres_Package Add_Requ\ne 6 0 Add_requ Pres_Package Add_Requ\ne 6 3 Add_im Pres_Package Add_Im\n$$";"9";"10";"7";"1";"2";"3";"e 2 0 Add_requ Add_Component Add_Requ\ne 2 1 Add_im Add_Component Add_Im\ne 1 2 Add_component Add_Im Add_Component\ne";"e 2 0 Add_requ Add_Component Add_Requ\ne 2 1 Add_im Add_Component Add_Im\ne 1 2 Add_component Add_Im Add_Component\ne 3 2 Add_component Pres_Package Add_Component\ne 3 0 Add_requ Pres_Package Add_Requ\ne 3 1 Add_im Pres_Package Add_Im\n$$";"49993";"49996";"2";"5";"7";"4";"0";"0";"TOO_SMALL";"TOO_SMALL";"0"
"52";"e 3 0 Add_port Pres_Component Add_Port\ne";" 4 0 Add_t Add_Connector Add_Port\ne 4 2 Add_requ Add_Connector Add_Requ\ne 1 2 Add_requ Pres_Package Add_Requ\ne 1 4 Add_con Pres_Package Add_Connector\ne 4 6 Add_src Add_Connector Add_Port\ne 5 6 Add_port Pres_Component Add_Port\n$$";"6";"7";"7";"1";"2";"3";"e 3 0 Add_port Pres_Component Add_Port\ne 4 0 Add_src Add_Connector Add_Port\ne 4 5 Add_requ Add_Connector Add_Requ\ne 1 5 Add_requ Pres_Package Add_Requ\ne 1 4 Add_con Pres_Package Add_Connector\ne";"e 3 0 Add_port Pres_Component Add_Port\ne 4 0 Add_src Add_Connector Add_Port\ne 4 5 Add_requ Add_Connector Add_Requ\ne 1 5 Add_requ Pres_Package Add_Requ\ne 1 4 Add_con Pres_Package Add_Connector\ne 4 6 Add_t Add_Connector Add_Port\ne 2 6 Add_port Pres_Component Add_Port\n$$";"49998";"150000";"4";"6";"2";"0";"0";"0";"TOO_SMALL";"ISOMORPHIC";"100"
"53";"e 0 3 Add_con Pres_Package Add_Connector\ne";" 3 2 Add_requ Add_Connector Add_Requ\ne 0 2 Add_requ Pres_Package Add_Requ\ne 3 6 Add_src Add_Connector Add_Port\ne 1 6 Add_port Pres_Component Add_Port\ne 3 4 Add_t Add_Connector Add_Port\ne 5 4 Add_port Pres_Component Add_Port\n$$";"6";"7";"7";"1";"2";"2";"e 0 3 Add_con Pres_Package Add_Connector\ne 3 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne";"e 0 3 Add_con Pres_Package Add_Connector\ne 3 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 3 2 Add_src Add_Connector Add_Port\ne 6 2 Add_port Pres_Component Add_Port\ne 3 5 Add_t Add_Connector Add_Port\ne 4 5 Add_port Pres_Component Add_Port\n$$";"49996";"150000";"2";"6";"4";"0";"0";"0";"TOO_SMALL";"ISOMORPHIC";"100"
"54";"e 0 4 Add_requ Add_Connector Add_Requ\ne";" 2 4 Add_requ Pres_Package Add_Requ\ne 2 0 Add_con Pres_Package Add_Connector\ne 0 3 Add_src Add_Connector Add_Port\ne 6 3 Add_port Pres_Component Add_Port\ne 0 5 Add_t Add_Connector Add_Port\ne 1 5 Add_port Pres_Component Add_Port\n$$";"6";"7";"7";"1";"2";"2";"e 0 4 Add_requ Add_Connector Add_Requ\ne 1 4 Add_requ Pres_Package Add_Requ\ne 1 0 Add_con Pres_Package Add_Connector\ne";"e 0 4 Add_requ Add_Connector Add_Requ\ne 1 4 Add_requ Pres_Package Add_Requ\ne 1 0 Add_con Pres_Package Add_Connector\ne 0 5 Add_src Add_Connector Add_Port\ne 2 5 Add_port Pres_Component Add_Port\ne 0 3 Add_t Add_Connector Add_Port\ne 6 3 Add_port Pres_Component Add_Port\n$$";"49996";"150000";"2";"6";"4";"0";"0";"0";"TOO_SMALL";"ISOMORPHIC";"100"
"55";"e 0 1 Add_requ Add_Component Add_Requ\ne";" 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 2 3 Add_im Pres_Package Add_Im\n$$";"5";"6";"4";"1";"2";"4";"e 0 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne";"e 0 1 Add_requ Add_Component Add_Requ\ne 2 1 Add_requ Pres_Package Add_Requ\ne 2 0 Add_component Pres_Package Add_Component\ne 0 3 Add_im Add_Component Add_Im\ne 3 0 Add_component Add_Im Add_Component\ne 2 3 Add_im Pres_Package Add_Im\n$$";"49996";"150000";"1";"5";"4";"0";"0";"0";"TOO_SMALL";"ISOMORPHIC";"100"
"56";"e 0 5 Add_con Pres_Package Add_Connector\ne 5 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 5 2 Add_src Add_Connector Add_Port\ne 3 2 Add_port Pres_Component Add_Port\ne 5 6 Add_t Add_Connector Add_Port\ne";" 4 6 Add_port Pres_Component Add_Port\n$$";"1";"7";"7";"6";"6";"1";"e 0 5 Add_con Pres_Package Add_Connector\ne 5 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 5 2 Add_src Add_Connector Add_Port\ne 3 2 Add_port Pres_Component Add_Port\ne 5 6 Add_t Add_Connector Add_Port\ne 4 6 Add_port Pres_Component Add_Port\n$$";"e 0 5 Add_con Pres_Package Add_Connector\ne 5 1 Add_requ Add_Connector Add_Requ\ne 0 1 Add_requ Pres_Package Add_Requ\ne 5 2 Add_src Add_Connector Add_Port\ne 3 2 Add_port Pres_Component Add_Port\ne 5 6 Add_t Add_Connector Add_Port\ne 4 6 Add_port Pres_Component Add_Port\n$$";"150000";"150000";"1";"1";"0";"0";"0";"0";"ISOMORPHIC";"ISOMORPHIC";"0"
"57";"e 0 1 Add_component Pres_Package Add_Component\ne";" 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 1 2 Add_im Add_Component Add_Im\n$$";"5";"6";"4";"1";"2";"2";"e 0 1 Add_component Pres_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 1 2 Add_im Add_Component Add_Im\n$$";"e 0 1 Add_component Pres_Package Add_Component\ne 1 3 Add_requ Add_Component Add_Requ\ne 0 3 Add_requ Pres_Package Add_Requ\ne 0 2 Add_im Pres_Package Add_Im\ne 2 1 Add_component Add_Im Add_Component\ne 1 2 Add_im Add_Component Add_Im\n$$";"150000";"150000";"5";"5";"0";"0";"0";"0";"ISOMORPHIC";"ISOMORPHIC";"0"
"58";"e 8 0 Add_port Pres_Component Add_Port\ne 11 0 Add_src Add_Connector Add_Port\ne 11 10 Add_requ Add_Connector Add_Requ\ne 2 10 Add_requ Pres_Package Add_Requ\ne 2 11 Add_con Pres_Package Add_Connector\ne 11 6 Add_t Add_Connector Add_Port\ne 12 6 Add_port Pres_Component Add_Port\ne 12 4 Add_port Pres_Component Add_Port\ne 3 4 Add_src Add_Connector Add_Port\ne 3 5 Add_requ Add_Connector Add_Requ\ne 7 5 Add_requ Pres_Package Add_Requ\ne";" 7 3 Add_con Pres_Package Add_Connector\ne 3 1 Add_t Add_Connector Add_Port\ne 9 1 Add_port Pres_Component Add_Port\n$$";"3";"14";"13";"11";"11";"2";"e 8 0 Add_port Pres_Component Add_Port\ne 11 0 Add_src Add_Connector Add_Port\ne 11 10 Add_requ Add_Connector Add_Requ\ne 2 10 Add_requ Pres_Package Add_Requ\ne 2 11 Add_con Pres_Package Add_Connector\ne 11 6 Add_t Add_Connector Add_Port\ne 12 6 Add_port Pres_Component Add_Port\ne 12 4 Add_port Pres_Component Add_Port\ne 3 4 Add_src Add_Connector Add_Port\ne 3 5 Add_requ Add_Connector Add_Requ\ne 7 5 Add_requ Pres_Package Add_Requ\ne 7 3 Add_con Pres_Package Add_Connector\ne";"e 8 0 Add_port Pres_Component Add_Port\ne 11 0 Add_src Add_Connector Add_Port\ne 11 10 Add_requ Add_Connector Add_Requ\ne 2 10 Add_requ Pres_Package Add_Requ\ne 2 11 Add_con Pres_Package Add_Connector\ne 11 6 Add_t Add_Connector Add_Port\ne 12 6 Add_port Pres_Component Add_Port\ne 12 4 Add_port Pres_Component Add_Port\ne 3 4 Add_src Add_Connector Add_Port\ne 3 5 Add_requ Add_Connector Add_Requ\ne 7 5 Add_requ Pres_Package Add_Requ\ne 7 3 Add_con Pres_Package Add_Connector\ne 3 1 Add_t Add_Connector Add_Port\ne 9 1 Add_port Pres_Component Add_Port\n$$";"49998";"150000";"1";"3";"2";"0";"0";"0";"TOO_SMALL";"ISOMORPHIC";"100"
"59";"e 0 3 Add_requ Add_Component Add_Requ\ne";" 2 3 Add_requ Pres_Package Add_Requ\ne 2 1 Add_package Pres_Package Add_Package\ne 1 0 Add_component Add_Package Add_Component\n$$";"3";"4";"4";"1";"2";"4";"e 0 3 Add_requ Add_Component Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne";"e 0 3 Add_requ Add_Component Add_Requ\ne 1 3 Add_requ Pres_Package Add_Requ\ne 1 2 Add_package Pres_Package Add_Package\ne 2 0 Add_component Add_Package Add_Component\n$$";"49998";"150000";"1";"3";"2";"0";"0";"0";"TOO_SMALL";"ISOMORPHIC";"100"
